ID,delivery_time,late_delivery
0xb2be ,18,0
0x7f50 ,21,0
0x6fd1 ,13,0
0x5a8b ,28,0
0x714d ,17,0
0x4bff ,14,0
0x9925 ,21,0
0x6fd6 ,21,0
0x2872 ,22,0
0x66c ,28,0
0x90f7 ,29,0
0xddd ,27,0
0x2a29 ,42,0
0x7eb3 ,24,0
0x6d17 ,28,0
0x7134 ,24,0
0xa4f0 ,24,0
0x213f ,21,0
0x70e8 ,36,0
0x8556 ,32,0
0xaae6 ,32,0
0x9724 ,19,0
0x6208 ,24,0
0x5164 ,16,0
0xa70e ,16,0
0x6afb ,25,0
0xc0f1 ,36,0
0x76e4 ,21,0
0x3d34 ,13,0
0x540c ,16,0
0x83de ,21,0
0xc950 ,35,0
0x63ac ,15,0
0x602b ,39,0
0x757e ,36,0
0x31a9 ,31,0
0xd9b5 ,24,0
0x4175 ,24,0
0xd350 ,32,0
0x3aa6 ,19,0
0x2473 ,28,0
0xc94a ,24,0
0x32c9 ,26,0
0x986d ,25,0
0x4924 ,23,0
0x49c7 ,45,0
0x167f ,32,0
0xfb9 ,26,0
0x9c99 ,16,0
0x28f5 ,37,0
0xaaf9 ,14,0
0x84b5 ,18,0
0x43fb ,42,0
0xc78c ,29,0
0x9159 ,21,0
0x61c2 ,29,0
0x4fce ,23,0
0xcb2d ,36,0
0x7d38 ,31,0
0x897f ,16,0
0x77e6 ,28,0
0xadd8 ,13,0
0x8ff2 ,15,0
0x5d7e ,28,0
0x4722 ,24,0
0x9cd8 ,20,0
0x1048 ,23,0
0x9a3a ,41,0
0x4685 ,16,0
0xcb42 ,15,0
0xb01c ,30,0
0x2fee ,20,0
0x2a87 ,14,0
0x7e10 ,23,0
0xb402 ,18,0
0x4ccf ,24,0
0xab1f ,13,0
0xd269 ,23,0
0x9e50 ,38,0
0x1a5f ,31,0
0x9b4 ,20,0
0x2e4d ,37,0
0x9fd9 ,27,0
0xd79 ,19,0
0x709c ,25,0
0x930e ,33,0
0x8d4e ,22,0
0x762 ,26,0
0xae5b ,15,0
0x4f12 ,15,0
0x298a ,22,0
0x7f37 ,18,0
0x3a0a ,16,0
0xc46b ,20,0
0xc65e ,30,0
0x2fa8 ,16,0
0x413f ,17,0
0xa1e5 ,37,0
0x8448 ,33,0
0x4c8 ,36,0
0x8fe4 ,21,0
0x162f ,23,0
0x8cc9 ,22,0
0x77cb ,18,0
0x44d2 ,20,0
0x8750 ,25,0
0x2fda ,22,0
0x513b ,16,0
0x3e5f ,21,0
0x8abc ,43,0
0x5c05 ,38,0
0x5db1 ,21,0
0x34e0 ,28,0
0xbe30 ,26,0
0x69b3 ,32,0
0xd73e ,15,0
0x9018 ,31,0
0x144c ,40,0
0x8085 ,34,0
0xc234 ,26,0
0x1c42 ,20,0
0xe009 ,12,0
0xdc62 ,38,0
0xc5d0 ,44,0
0x5575 ,20,0
0x4859 ,24,0
0xc23b ,19,0
0x7e0a ,13,0
0x59d0 ,39,0
0xe7e ,25,0
0x4e8b ,40,0
0x3013 ,16,0
0x4ff2 ,25,0
0x4137 ,22,0
0xd82a ,16,0
0x5099 ,19,0
0x59c3 ,24,0
0x8f41 ,13,0
0x818e ,27,0
0xca4a ,21,0
0xbc1c ,19,0
0x8636 ,22,0
0xb0ae ,35,0
0x7260 ,13,0
0x5081 ,24,0
0x4007 ,15,0
0xa99d ,47,1
0x9432 ,22,0
0x8cb7 ,17,0
0xa6dc ,19,0
0xd793 ,22,0
0x32e3 ,35,0
0xb819 ,23,0
0xbad3 ,35,0
0x7e87 ,38,0
0x2fab ,16,0
0x73a9 ,22,0
0x70f9 ,20,0
0x5644 ,37,0
0x1054 ,14,0
0x349f ,26,0
0xa51 ,32,0
0x76d3 ,28,0
0x31d1 ,16,0
0x9eee ,14,0
0xdd6b ,23,0
0x6036 ,33,0
0xe1b7 ,17,0
0xc90d ,32,0
0xe130 ,14,0
0xbdf1 ,39,0
0x5ac8 ,23,0
0x6b26 ,22,0
0x3e86 ,21,0
0x15e9 ,20,0
0xb1e7 ,14,0
0xda7a ,17,0
0x1480 ,28,0
0x4930 ,22,0
0x440b ,35,0
0x9745 ,40,0
0xb5a7 ,14,0
0x7d84 ,16,0
0x434c ,42,0
0x77a ,34,0
0x9f29 ,24,0
0xcaf8 ,36,0
0x224d ,44,0
0x25cc ,24,0
0x31f5 ,24,0
0x4558 ,18,0
0xb73c ,16,0
0x852a ,19,0
0x7ccb ,20,0
0x7bfa ,21,0
0x6fce ,25,0
0x53fb ,21,0
0x1abb ,23,0
0x37ab ,36,0
0x724 ,25,0
0x7562 ,25,0
0x4bc ,32,0
0x6fb0 ,23,0
0x8125 ,43,0
0x7ffe ,37,0
0x9777 ,17,0
0x1de2 ,35,0
0x7b97 ,22,0
0x5fec ,15,0
0x4d52 ,24,0
0x6a5b ,28,0
0xbe1f ,15,0
0x4c2e ,45,0
0x4926 ,33,0
0x8f60 ,18,0
0x8976 ,20,0
0x69d1 ,40,0
0x943e ,24,0
0x6e5e ,40,0
0x13a7 ,41,0
0xae96 ,40,0
0x808c ,37,0
0x20a8 ,24,0
0xce17 ,21,0
0x20de ,39,0
0x8e76 ,31,0
0x705b ,29,0
0x1bdc ,12,0
0xabdb ,14,0
0xc35a ,30,0
0xc784 ,20,0
0xbbbe ,20,0
0x59f5 ,38,0
0x8df5 ,36,0
0xdb44 ,37,0
0x8265 ,34,0
0x48f8 ,24,0
0xc1d2 ,26,0
0x1f28 ,40,0
0xb9c0 ,28,0
0x3f33 ,16,0
0xc767 ,26,0
0x7d5 ,21,0
0xe8e ,26,0
0x87f8 ,15,0
0x1fef ,16,0
0x96e0 ,22,0
0x9778 ,20,0
0x5b6 ,28,0
0x641b ,35,0
0x62c0 ,13,0
0x2806 ,17,0
0xe110 ,29,0
0x9c2c ,28,0
0x3d79 ,22,0
0x5367 ,35,0
0x57e8 ,23,0
0x6e7f ,27,0
0x76ac ,23,0
0x32ba ,17,0
0x99c5 ,32,0
0x35df ,20,0
0xaaa0 ,34,0
0xa754 ,22,0
0x6186 ,23,0
0x24b8 ,21,0
0x3a14 ,25,0
0x12c4 ,20,0
0x6eb0 ,12,0
0x26f3 ,40,0
0x7947 ,24,0
0x754a ,22,0
0x59ab ,15,0
0xb5e4 ,31,0
0xd4fb ,35,0
0xc9b0 ,24,0
0xa0e1 ,37,0
0x4c7f ,30,0
0x175c ,23,0
0x53a7 ,15,0
0x8e57 ,47,1
0x75ca ,21,0
0x67d9 ,28,0
0x2ed8 ,36,0
0x7c90 ,27,0
0x68cc ,19,0
0x5fff ,42,0
0xa19e ,31,0
0x469f ,14,0
0x9047 ,22,0
0x3722 ,37,0
0xdad8 ,16,0
0xa64f ,28,0
0x82b5 ,21,0
0xaafc ,24,0
0x51a6 ,35,0
0x53c2 ,14,0
0x13e4 ,33,0
0xc5f4 ,15,0
0x88f0 ,32,0
0x3165 ,24,0
0x2cd2 ,23,0
0x1fe8 ,18,0
0xa5b7 ,24,0
0x5892 ,30,0
0xc1ad ,15,0
0x64f1 ,33,0
0xc322 ,21,0
0x297c ,25,0
0x6b0d ,20,0
0xcd91 ,22,0
0x7bef ,18,0
0x255c ,48,1
0xbbe4 ,25,0
0x5138 ,15,0
0xe2e ,21,0
0x64bc ,23,0
0x3deb ,18,0
0x88e7 ,32,0
0x5e32 ,17,0
0x8c6 ,30,0
0x977b ,19,0
0x28c1 ,24,0
0x2796 ,23,0
0xcf69 ,23,0
0x5940 ,24,0
0x443d ,19,0
0x8691 ,19,0
0xb1dd ,26,0
0x8458 ,17,0
0xc5a5 ,24,0
0x8ab ,31,0
0x422f ,30,0
0x2de2 ,21,0
0xbd88 ,16,0
0x98c3 ,41,0
0x7c25 ,32,0
0x692d ,22,0
0x239b ,22,0
0x500 ,25,0
0x2f0f ,23,0
0x9e02 ,27,0
0xd788 ,15,0
0x59e0 ,29,0
0x4a68 ,24,0
0x4cd0 ,20,0
0xabc7 ,20,0
0xc479 ,29,0
0xb130 ,46,1
0xbf88 ,17,0
0xc7bb ,29,0
0x6ce2 ,27,0
0xba0a ,27,0
0x7401 ,16,0
0xd2e0 ,24,0
0x3af4 ,25,0
0x4918 ,42,0
0x7137 ,32,0
0x8e94 ,15,0
0xca05 ,29,0
0x5ba8 ,29,0
0x2e29 ,39,0
0x9f1d ,25,0
0x498b ,16,0
0x461b ,30,0
0xcea5 ,34,0
0x47aa ,27,0
0x753f ,26,0
0x996d ,15,0
0xdd79 ,28,0
0x56cc ,34,0
0xabcb ,21,0
0xa67e ,13,0
0x8b3 ,16,0
0x9161 ,29,0
0xa697 ,21,0
0x84ac ,48,1
0x99f ,24,0
0x7d4a ,37,0
0x632 ,39,0
0x94e8 ,35,0
0x11d4 ,13,0
0x4542 ,42,0
0xb782 ,43,0
0x146d ,16,0
0x5e8c ,24,0
0x812c ,44,0
0x9a69 ,20,0
0x6f78 ,33,0
0x8ce1 ,26,0
0x1149 ,26,0
0x9572 ,26,0
0x953d ,21,0
0x8d2f ,26,0
0xd72c ,18,0
0x1e71 ,34,0
0x9431 ,23,0
0x53ef ,29,0
0x9ec6 ,31,0
0x38ec ,25,0
0x5843 ,35,0
0x838d ,19,0
0x7bdf ,24,0
0x4a65 ,19,0
0xc7ff ,27,0
0x67ae ,18,0
0xb135 ,29,0
0xafe2 ,34,0
0x9ed7 ,26,0
0x3168 ,26,0
0xbb9f ,25,0
0x3746 ,22,0
0xc8ed ,38,0
0x3d1c ,41,0
0xb0c2 ,44,0
0x1ed2 ,14,0
0xb925 ,12,0
0xa1e3 ,40,0
0xba23 ,16,0
0x7e0c ,22,0
0xce2b ,13,0
0x2a0f ,35,0
0x2c43 ,20,0
0x13de ,15,0
0x86ff ,23,0
0x5b4a ,24,0
0x4f08 ,18,0
0x2bf2 ,30,0
0x8419 ,15,0
0x85d7 ,33,0
0x6a0a ,18,0
0x5f21 ,39,0
0x9ac5 ,30,0
0x112a ,38,0
0xe1ad ,14,0
0xc60c ,23,0
0xada5 ,29,0
0x9d0c ,12,0
0xc9ee ,23,0
0x98b5 ,23,0
0x7305 ,26,0
0x46c5 ,30,0
0x8f9b ,36,0
0x139d ,16,0
0xcaed ,17,0
0x8bd2 ,24,0
0xd8c9 ,15,0
0x97bb ,30,0
0x7876 ,28,0
0x94dc ,21,0
0x3d58 ,22,0
0x4370 ,37,0
0xdbb4 ,17,0
0xb436 ,25,0
0x9ace ,17,0
0x60f9 ,24,0
0x1a3e ,28,0
0x6d4c ,25,0
0x73a8 ,20,0
0xa5b2 ,20,0
0xc914 ,23,0
0x7501 ,27,0
0x65c9 ,23,0
0x6a1 ,21,0
0xcfb8 ,16,0
0x7bf4 ,21,0
0xcb1c ,22,0
0x1559 ,24,0
0x2143 ,24,0
0x291e ,18,0
0xd3b0 ,25,0
0x4631 ,17,0
0xe17b ,22,0
0xc2d6 ,17,0
0xb116 ,20,0
0x203b ,36,0
0x33c0 ,37,0
0xb553 ,25,0
0x7922 ,40,0
0xa659 ,37,0
0x9970 ,20,0
0xd69e ,33,0
0x7dfe ,39,0
0x31cd ,27,0
0xc516 ,16,0
0xa115 ,41,0
0xca2e ,37,0
0x5ae ,21,0
0x23de ,18,0
0xb1e9 ,15,0
0x8f63 ,16,0
0xda9a ,36,0
0x6942 ,25,0
0x1d43 ,39,0
0x95cf ,41,0
0xd2b5 ,17,0
0x5e2d ,20,0
0x783b ,34,0
0x4348 ,21,0
0xd2a3 ,36,0
0x4e3 ,29,0
0x6aff ,17,0
0x7388 ,25,0
0xc69c ,42,0
0xde11 ,14,0
0x92d5 ,39,0
0x21df ,13,0
0xd2b1 ,38,0
0xa20d ,17,0
0xd4cd ,24,0
0x5f5d ,21,0
0xdd46 ,22,0
0x2a11 ,35,0
0xc8c0 ,22,0
0xc6e3 ,28,0
0x22d3 ,19,0
0xce27 ,29,0
0x30ad ,32,0
0x1173 ,20,0
0x10a7 ,38,0
0x6f8d ,28,0
0x55a8 ,27,0
0x3c7e ,14,0
0x879 ,28,0
0x343a ,33,0
0xba17 ,35,0
0x19d2 ,13,0
0x34e8 ,24,0
0xb418 ,45,0
0x92f8 ,25,0
0x80ed ,26,0
0xdced ,23,0
0x6a02 ,33,0
0x8708 ,18,0
0x9ad ,27,0
0xa1cd ,27,0
0xc6fd ,33,0
0xa0f8 ,22,0
0x3ca2 ,23,0
0xb922 ,15,0
0xce66 ,22,0
0x6847 ,32,0
0xb6f3 ,23,0
0x1e1b ,24,0
0x6921 ,28,0
0x65a2 ,20,0
0x572b ,27,0
0x94c2 ,27,0
0xdf75 ,14,0
0x886 ,26,0
0xc12f ,25,0
0x8f37 ,39,0
0x9602 ,19,0
0x6775 ,25,0
0x3d9d ,29,0
0x7e57 ,31,0
0x1808 ,35,0
0x3baf ,23,0
0xa4ac ,19,0
0x92b0 ,27,0
0xcac6 ,12,0
0xd226 ,21,0
0xde8a ,17,0
0xc506 ,23,0
0xb6fe ,21,0
0xb461 ,13,0
0x1d59 ,39,0
0x96e ,33,0
0x8e3c ,22,0
0x777b ,29,0
0x8523 ,38,0
0x4f9 ,27,0
0x1c21 ,42,0
0x3693 ,25,0
0x8ad5 ,18,0
0xdf8c ,14,0
0x7a48 ,36,0
0x44dd ,17,0
0x4df5 ,27,0
0x5efc ,19,0
0x7a2b ,39,0
0x9960 ,17,0
0x152d ,24,0
0xa484 ,23,0
0xcee4 ,21,0
0x667e ,29,0
0x42d9 ,36,0
0x34ae ,24,0
0x547a ,35,0
0x8f7b ,15,0
0xa18 ,36,0
0xdca5 ,36,0
0x7ce ,38,0
0xb28b ,17,0
0xd3eb ,35,0
0x383f ,21,0
0x8fe0 ,48,1
0x2d14 ,24,0
0x9fef ,18,0
0x82f2 ,33,0
0x597 ,23,0
0xb030 ,26,0
0x75e6 ,34,0
0xbdc6 ,28,0
0x5403 ,14,0
0x125a ,21,0
0xec1 ,20,0
0xb937 ,23,0
0x826c ,24,0
0x50e0 ,21,0
0x627b ,27,0
0x9d64 ,17,0
0x748c ,28,0
0x16f6 ,37,0
0xd337 ,16,0
0x38f9 ,15,0
0x45c1 ,22,0
0x9cfe ,25,0
0x4079 ,23,0
0xca35 ,18,0
0x85db ,24,0
0xada1 ,31,0
0xa746 ,32,0
0x1e62 ,26,0
0x6ed0 ,18,0
0x3229 ,21,0
0x8d5c ,19,0
0xd463 ,23,0
0xcaf ,27,0
0x906f ,13,0
0xab74 ,21,0
0xbf9f ,15,0
0xd30f ,20,0
0xb3df ,14,0
0x8006 ,42,0
0xcb67 ,31,0
0x95c9 ,27,0
0x362e ,36,0
0xb0e9 ,39,0
0x7e88 ,36,0
0x1e3e ,14,0
0x6557 ,48,1
0xa89b ,17,0
0xb6c9 ,24,0
0xb15d ,33,0
0x9e8 ,13,0
0x62f0 ,18,0
0x7504 ,28,0
0x5f3d ,24,0
0xd760 ,26,0
0x6dcc ,13,0
0x90ff ,38,0
0xa8ab ,42,0
0x93fb ,45,0
0x7bc7 ,18,0
0x848f ,38,0
0x84e7 ,23,0
0x7d35 ,40,0
0xd15 ,25,0
0x6788 ,14,0
0xba04 ,36,0
0xd9af ,44,0
0x42af ,15,0
0xb10e ,20,0
0xb8cf ,19,0
0xcd60 ,24,0
0x36d8 ,26,0
0x7231 ,23,0
0xc719 ,36,0
0xbaa5 ,36,0
0xd4a3 ,30,0
0x7589 ,19,0
0x7c0f ,40,0
0x1bc7 ,34,0
0x31da ,36,0
0x6d73 ,30,0
0x2c35 ,23,0
0x84c1 ,33,0
0x9d53 ,19,0
0xb371 ,31,0
0xb85a ,29,0
0x574 ,35,0
0x5dc5 ,37,0
0x5106 ,23,0
0xb517 ,25,0
0x6c1 ,18,0
0x80a6 ,28,0
0x21ef ,20,0
0x954 ,17,0
0xcc71 ,36,0
0x5813 ,14,0
0x207e ,25,0
0x6253 ,21,0
0x35bd ,37,0
0xc8d6 ,27,0
0x9557 ,40,0
0x7707 ,36,0
0xbe5f ,25,0
0xb242 ,23,0
0x958f ,22,0
0x744b ,26,0
0x6947 ,22,0
0x2ef2 ,21,0
0xbfff ,20,0
0x1a5b ,26,0
0x721c ,14,0
0x1a37 ,36,0
0x9a77 ,21,0
0x7dbd ,27,0
0x1023 ,16,0
0x8170 ,28,0
0x9d85 ,26,0
0xdd30 ,13,0
0x69bf ,23,0
0xd141 ,14,0
0x6e58 ,41,0
0xa5a8 ,14,0
0x2b25 ,24,0
0xadbd ,20,0
0xc6e ,19,0
0xdd14 ,16,0
0x3427 ,26,0
0xce40 ,38,0
0x6189 ,37,0
0x65af ,17,0
0x3320 ,24,0
0x7b48 ,46,1
0xb8d9 ,37,0
0x1ed8 ,29,0
0x3466 ,24,0
0x14e4 ,37,0
0x72c6 ,38,0
0x9adf ,17,0
0x920f ,25,0
0x2010 ,18,0
0x211e ,30,0
0xd4a7 ,26,0
0x5363 ,24,0
0xaf2b ,28,0
0x5ce7 ,48,1
0x8a40 ,39,0
0xa0d5 ,35,0
0xba39 ,18,0
0x2a9f ,19,0
0x8706 ,16,0
0x1883 ,22,0
0xd889 ,25,0
0x8087 ,23,0
0x25f1 ,38,0
0x24a7 ,37,0
0x54ab ,16,0
0x91d0 ,17,0
0x2c57 ,22,0
0x5307 ,23,0
0x791e ,32,0
0xdd04 ,36,0
0x3273 ,27,0
0x899e ,28,0
0xb97 ,27,0
0x3499 ,23,0
0xa796 ,28,0
0x86e2 ,30,0
0x1d4e ,20,0
0x844a ,22,0
0xb11d ,20,0
0xca3e ,19,0
0xd467 ,15,0
0x637e ,44,0
0x2e30 ,31,0
0x6f0 ,28,0
0x6a7c ,29,0
0x1819 ,21,0
0xac95 ,14,0
0xdc8 ,26,0
0xc1f2 ,26,0
0x5101 ,20,0
0xd42c ,28,0
0x9513 ,40,0
0x98d2 ,46,1
0x1484 ,23,0
0x66bc ,45,0
0xa70b ,34,0
0x5829 ,36,0
0xd232 ,21,0
0x180d ,24,0
0x88ea ,26,0
0xcdcf ,19,0
0x5bdd ,36,0
0x62a ,31,0
0xb5b2 ,16,0
0xae9 ,28,0
0x956 ,39,0
0xdf55 ,13,0
0x7d3 ,36,0
0xb55 ,31,0
0xd857 ,14,0
0x553d ,27,0
0x7f05 ,37,0
0x13e3 ,22,0
0x3998 ,19,0
0x610f ,13,0
0x5ed4 ,17,0
0x9c55 ,14,0
0x2e68 ,27,0
0x7bc9 ,28,0
0x21ee ,17,0
0x82d6 ,14,0
0x382a ,37,0
0xc609 ,20,0
0x7df0 ,30,0
0xc14e ,22,0
0x5e96 ,30,0
0x1bb7 ,25,0
0xb5e9 ,34,0
0xc742 ,15,0
0x96af ,13,0
0x7771 ,48,1
0x85a ,14,0
0xc5e1 ,18,0
0x2975 ,27,0
0xb1cf ,21,0
0x324b ,19,0
0x750d ,14,0
0x543c ,23,0
0x844e ,24,0
0x3fa5 ,29,0
0x312f ,21,0
0x1fe1 ,17,0
0x49fc ,29,0
0x8217 ,22,0
0x3aa5 ,40,0
0x424a ,19,0
0x9ab6 ,37,0
0xd0a8 ,26,0
0xc81f ,17,0
0x765e ,42,0
0x4829 ,35,0
0xa81 ,13,0
0x94cd ,24,0
0xd6e9 ,15,0
0x6509 ,19,0
0x391a ,16,0
0x8023 ,24,0
0xb21e ,24,0
0x53c0 ,25,0
0x7233 ,24,0
0x465c ,22,0
0xc3d7 ,34,0
0xac5f ,24,0
0xd3a2 ,26,0
0xae41 ,27,0
0x77b0 ,27,0
0x7ebb ,41,0
0x7990 ,36,0
0x9c03 ,22,0
0x668a ,22,0
0x5338 ,35,0
0x1b89 ,25,0
0x52de ,26,0
0xfc5 ,43,0
0x3472 ,24,0
0x939f ,34,0
0xdf9e ,28,0
0xa3ed ,13,0
0x3207 ,35,0
0xae8 ,23,0
0xcd0c ,26,0
0x4827 ,34,0
0x7398 ,23,0
0x580f ,21,0
0xd00b ,39,0
0xd0c0 ,30,0
0x6342 ,50,1
0x332e ,19,0
0x86a5 ,24,0
0x9caa ,26,0
0xc484 ,22,0
0xce7e ,23,0
0x9072 ,12,0
0xb003 ,33,0
0xb3b3 ,23,0
0xb159 ,22,0
0x53db ,20,0
0x61cd ,22,0
0xbc0 ,23,0
0x1117 ,15,0
0xd097 ,32,0
0x521a ,30,0
0x7a7c ,44,0
0x9338 ,16,0
0x8bb7 ,36,0
0x69b7 ,24,0
0xa244 ,13,0
0x2061 ,34,0
0x9964 ,19,0
0x5707 ,33,0
0x2cc3 ,23,0
0x1bd8 ,14,0
0xd00a ,20,0
0x456 ,30,0
0xdacf ,23,0
0x8a9e ,37,0
0x60d1 ,18,0
0xaf09 ,16,0
0x104d ,23,0
0x9249 ,26,0
0x1b7c ,17,0
0xd12d ,20,0
0x8b1d ,38,0
0x1098 ,22,0
0x86fd ,37,0
0xe048 ,14,0
0x837f ,20,0
0x8ac6 ,14,0
0xbb95 ,19,0
0xca39 ,35,0
0x8de ,35,0
0xab5d ,37,0
0xb7dc ,28,0
0x3733 ,20,0
0xc10a ,26,0
0xc850 ,12,0
0x69fa ,22,0
0x556c ,26,0
0x8aa7 ,19,0
0x7529 ,41,0
0x6a2c ,24,0
0xd2a7 ,16,0
0xbe15 ,26,0
0x8736 ,36,0
0x84d7 ,20,0
0xc105 ,29,0
0xc183 ,23,0
0x98af ,21,0
0x7dac ,12,0
0x6613 ,14,0
0xbba6 ,29,0
0x6b41 ,30,0
0xb82d ,15,0
0xaed2 ,25,0
0xd43f ,20,0
0xae2f ,23,0
0x1235 ,16,0
0x8791 ,28,0
0x755b ,19,0
0x914d ,35,0
0x62fd ,18,0
0x9962 ,36,0
0xc05e ,36,0
0xafab ,37,0
0x8e50 ,17,0
0x9b66 ,20,0
0x1129 ,40,0
0x8622 ,25,0
0x5c48 ,13,0
0x5fa4 ,28,0
0x8e9 ,33,0
0xbf78 ,29,0
0xa873 ,29,0
0xc332 ,34,0
0x9791 ,30,0
0x3147 ,20,0
0x51be ,30,0
0x94d7 ,29,0
0x9f2a ,18,0
0x476a ,24,0
0x3a3d ,40,0
0x588e ,23,0
0x283d ,35,0
0x8ee4 ,25,0
0x8ad ,29,0
0x3d5f ,22,0
0x720b ,26,0
0x2417 ,35,0
0x831 ,33,0
0xa905 ,32,0
0xae01 ,21,0
0x4bd9 ,13,0
0x135b ,24,0
0x741e ,20,0
0x367e ,19,0
0x3f95 ,21,0
0x9453 ,27,0
0x962 ,26,0
0x8996 ,19,0
0x3e00 ,23,0
0x830a ,31,0
0xcea6 ,22,0
0xd143 ,16,0
0x566c ,20,0
0x6f00 ,23,0
0xb561 ,25,0
0x3543 ,14,0
0xbf1f ,27,0
0x4afd ,18,0
0xaa22 ,25,0
0x2966 ,27,0
0xc5a4 ,37,0
0x676d ,23,0
0xd64d ,17,0
0x8bdd ,17,0
0xa953 ,29,0
0x1418 ,16,0
0xc73e ,22,0
0x13ab ,35,0
0x3a4f ,28,0
0xd17f ,22,0
0xc288 ,18,0
0x5674 ,38,0
0x1594 ,40,0
0xcb0a ,19,0
0x3b42 ,27,0
0xc45e ,27,0
0x86c8 ,35,0
0x1f86 ,36,0
0x6150 ,17,0
0x3bae ,21,0
0x7f7 ,24,0
0xdfb ,34,0
0x9f25 ,37,0
0xd1fa ,24,0
0x4532 ,42,0
0x6ff0 ,25,0
0xcd99 ,20,0
0x9a68 ,15,0
0x7c1e ,19,0
0xb93f ,22,0
0x2deb ,21,0
0xa8ea ,29,0
0x688 ,19,0
0xbae9 ,38,0
0x9c3f ,19,0
0x2608 ,49,1
0x960d ,24,0
0x96d3 ,13,0
0x7e68 ,21,0
0x3be9 ,39,0
0xe220 ,23,0
0x258d ,36,0
0x7fbb ,23,0
0xc8a ,15,0
0x9ffd ,20,0
0xd5c2 ,18,0
0x8864 ,37,0
0xa3a ,38,0
0x5a58 ,25,0
0x9ef0 ,26,0
0x8491 ,20,0
0x8f2f ,23,0
0x46d7 ,21,0
0x594 ,27,0
0x6f47 ,19,0
0x7f43 ,33,0
0xce0d ,14,0
0xe033 ,17,0
0x79fe ,22,0
0x4f5f ,28,0
0xa5ad ,38,0
0x145c ,33,0
0xa0e9 ,21,0
0x1058 ,19,0
0xde4a ,36,0
0x25e7 ,35,0
0x5bde ,16,0
0xc66d ,36,0
0x645f ,16,0
0x5fa0 ,20,0
0x9f23 ,24,0
0x5291 ,14,0
0x927c ,13,0
0x5695 ,19,0
0x6042 ,34,0
0xaed4 ,26,0
0x6be9 ,50,1
0x8f12 ,26,0
0x1ef1 ,21,0
0xa4f8 ,35,0
0x1fe2 ,43,0
0xa92a ,34,0
0x8f6e ,16,0
0x3801 ,20,0
0x1fa4 ,35,0
0x9601 ,19,0
0xb32 ,24,0
0x50c ,27,0
0xb69d ,12,0
0x30c7 ,24,0
0x1879 ,17,0
0x5942 ,26,0
0xbd11 ,29,0
0x355b ,20,0
0x3e10 ,20,0
0xc688 ,20,0
0xb1cb ,27,0
0x9c2f ,19,0
0xa14 ,16,0
0x76b6 ,28,0
0xc974 ,37,0
0x16c5 ,32,0
0x81e5 ,37,0
0x5782 ,22,0
0x1d36 ,23,0
0xae61 ,17,0
0x4201 ,22,0
0x88d3 ,14,0
0xc27f ,45,0
0x5f38 ,21,0
0x5142 ,21,0
0x5156 ,24,0
0x3de5 ,48,1
